,Outline,Critical,ID.,Descrição dos Serviços,Empreiteiro,Dur,Início,Fim,Início,Fim,%,Início,Fim,Observações,periodo
5131,4,Yes,7722,MASSA PVA/ 1ª DEMÃO DE PINTURA - 30 ANDAR,Empresa 18,5 d,2022-08-11 00:00:00,2022-08-17 00:00:00,2022-08-25 00:00:00,2022-08-31 00:00:00,,2022-08-25 00:00:00,2022-08-31 00:00:00,,2022-08-01
5132,4,Yes,7723,MASSA PVA/ 1ª DEMÃO DE PINTURA - 29 ANDAR,Empresa 18,5 d,2022-08-18 00:00:00,2022-08-24 00:00:00,2022-08-18 00:00:00,2022-08-24 00:00:00,,2022-08-18 00:00:00,2022-08-24 00:00:00,,2022-08-01
5133,4,Yes,7725,MASSA PVA/ 1ª DEMÃO DE PINTURA - 27 ANDAR,Empresa 18,5 d,2022-09-01 00:00:00,2022-09-07 00:00:00,2022-08-03 00:00:00,2022-08-09 00:00:00,1,,,,2022-08-01
5134,4,Yes,7726,MASSA PVA/ 1ª DEMÃO DE PINTURA - 26 ANDAR,Empresa 18,5 d,2022-09-08 00:00:00,2022-09-14 00:00:00,2022-07-27 00:00:00,2022-08-02 00:00:00,1,,,,2022-08-01
5135,4,Yes,7727,MASSA PVA/ 1ª DEMÃO DE PINTURA - 25 ANDAR,Empresa 18,5 d,2022-09-15 00:00:00,2022-09-21 00:00:00,2022-07-20 00:00:00,2022-07-26 00:00:00,1,,,,2022-08-01
5136,4,Yes,7760, COLOCAÇÃO DE PORTA DE ENTRADA - 30 ANDAR,,3 d,2022-08-23 00:00:00,2022-08-29 00:00:00,2022-09-01 00:00:00,2022-09-05 00:00:00,,2022-09-01 00:00:00,2022-09-05 00:00:00,,2022-08-01
5137,4,No,7761, COLOCAÇÃO DE PORTA DE ENTRADA - 29 ANDAR,,3 d,2022-08-30 00:00:00,2022-09-05 00:00:00,2022-08-25 00:00:00,2022-08-29 00:00:00,,2022-08-25 00:00:00,2022-08-29 00:00:00,,2022-08-01
5138,4,No,7763, COLOCAÇÃO DE PORTA DE ENTRADA - 27 ANDAR,,3 d,2022-09-13 00:00:00,2022-09-19 00:00:00,2022-08-10 00:00:00,2022-08-12 00:00:00,1,,,,2022-08-01
5139,4,No,7764, COLOCAÇÃO DE PORTA DE ENTRADA - 26 ANDAR,,3 d,2022-09-20 00:00:00,2022-09-26 00:00:00,2022-08-03 00:00:00,2022-08-05 00:00:00,1,,,,2022-08-01
5140,4,No,7765, COLOCAÇÃO DE PORTA DE ENTRADA - 25 ANDAR,,3 d,2022-09-27 00:00:00,2022-10-03 00:00:00,2022-07-27 00:00:00,2022-07-29 00:00:00,1,,,,2022-08-01
5141,4,Yes,7802,MIOLOS ELÉTRICOS - 26 ANDAR,Empresa 2,3 d,2022-09-27 00:00:00,2022-09-29 00:00:00,2022-09-02 00:00:00,2022-09-06 00:00:00,,,,,2022-08-01
5142,4,Yes,7803,MIOLOS ELÉTRICOS - 25 ANDAR,Empresa 2,3 d,2022-10-04 00:00:00,2022-10-06 00:00:00,2022-08-30 00:00:00,2022-09-01 00:00:00,,,,,2022-08-01
5143,4,Yes,7811,MIOLOS ELÉTRICOS - 17 ANDAR,Empresa 2,3 d,2022-11-29 00:00:00,2022-12-01 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,1,,,,2022-08-01
5144,4,Yes,7812,MIOLOS ELÉTRICOS - 16 ANDAR,Empresa 2,3 d,2022-12-06 00:00:00,2022-12-08 00:00:00,2022-08-01 00:00:00,2022-08-03 00:00:00,1,,,,2022-08-01
5145,4,Yes,7813,MIOLOS ELÉTRICOS - 15 ANDAR,Empresa 2,3 d,2022-12-13 00:00:00,2022-12-15 00:00:00,2022-07-27 00:00:00,2022-07-29 00:00:00,1,,,,2022-08-01
5146,4,Yes,7814,MIOLOS ELÉTRICOS - 14 ANDAR,Empresa 2,3 d,2022-12-20 00:00:00,2022-12-22 00:00:00,2022-07-22 00:00:00,2022-07-26 00:00:00,1,,,,2022-08-01
5147,4,Yes,7816,MIOLOS ELÉTRICOS - 12 ANDAR,Empresa 2,3 d,2023-01-03 00:00:00,2023-01-05 00:00:00,2022-07-19 00:00:00,2022-07-21 00:00:00,1,,,,2022-08-01
5148,4,Yes,7849,MIOLOS DE QUADROS ELÉTRICOS - 17 ANDAR,Empresa 2,3 d,2022-12-02 00:00:00,2022-12-06 00:00:00,2022-08-12 00:00:00,2022-08-16 00:00:00,1,,,,2022-08-01
5149,4,Yes,7850,MIOLOS DE QUADROS ELÉTRICOS - 16 ANDAR,Empresa 2,3 d,2022-12-09 00:00:00,2022-12-13 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,1,,,,2022-08-01
5150,4,Yes,7851,MIOLOS DE QUADROS ELÉTRICOS - 15 ANDAR,Empresa 2,3 d,2022-12-16 00:00:00,2022-12-20 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,1,,,,2022-08-01
5151,4,Yes,7852,MIOLOS DE QUADROS ELÉTRICOS - 14 ANDAR,Empresa 2,3 d,2022-12-23 00:00:00,2022-12-27 00:00:00,2022-08-01 00:00:00,2022-08-03 00:00:00,1,,,,2022-08-01
5152,4,Yes,7853,MIOLOS DE QUADROS ELÉTRICOS - 13 ANDAR,Empresa 2,3 d,2022-12-30 00:00:00,2023-01-03 00:00:00,2022-07-27 00:00:00,2022-07-29 00:00:00,1,,,,2022-08-01
5153,4,Yes,7854,MIOLOS DE QUADROS ELÉTRICOS - 12 ANDAR,Empresa 2,3 d,2023-01-06 00:00:00,2023-01-10 00:00:00,2022-07-22 00:00:00,2022-07-26 00:00:00,1,,,,2022-08-01
5154,4,No,7890,TESTES DE INSTALAÇÕES ELÉTRICAS - 14 ANDAR,Empresa 2,2 d,2022-12-28 00:00:00,2022-12-29 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,1,,,,2022-08-01
5155,4,No,7891,TESTES DE INSTALAÇÕES ELÉTRICAS - 13 ANDAR,Empresa 2,2 d,2023-01-04 00:00:00,2023-01-05 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,1,,,,2022-08-01
5156,4,No,7892,TESTES DE INSTALAÇÕES ELÉTRICAS - 12 ANDAR,Empresa 2,2 d,2023-01-11 00:00:00,2023-01-12 00:00:00,2022-08-01 00:00:00,2022-08-02 00:00:00,1,,,,2022-08-01
5157,4,No,7893,TESTES DE INSTALAÇÕES ELÉTRICAS - 11 ANDAR,Empresa 2,2 d,2023-01-18 00:00:00,2023-01-19 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,1,,,,2022-08-01
5158,4,No,7894,TESTES DE INSTALAÇÕES ELÉTRICAS - 10 ANDAR,Empresa 2,2 d,2023-01-25 00:00:00,2023-01-26 00:00:00,2022-07-26 00:00:00,2022-07-27 00:00:00,1,,,,2022-08-01
5159,4,No,7895,TESTES DE INSTALAÇÕES ELÉTRICAS - 9 ANDAR,Empresa 2,2 d,2023-02-01 00:00:00,2023-02-02 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,1,,,,2022-08-01
5160,4,No,7896,TESTES DE INSTALAÇÕES ELÉTRICAS - 8 ANDAR,Empresa 2,2 d,2023-02-08 00:00:00,2023-02-09 00:00:00,2022-07-20 00:00:00,2022-07-21 00:00:00,1,,,,2022-08-01
5161,4,Yes,7924,COLOCAÇÃO DE LOUÇAS - 18 ANDAR,,5 d,2022-12-02 00:00:00,2022-12-05 00:00:00,2022-08-11 00:00:00,2022-08-17 00:00:00,1,,,,2022-08-01
5162,4,Yes,7925,COLOCAÇÃO DE LOUÇAS - 17 ANDAR,,5 d,2022-12-09 00:00:00,2022-12-12 00:00:00,2022-08-04 00:00:00,2022-08-10 00:00:00,1,,,,2022-08-01
5163,4,Yes,7926,COLOCAÇÃO DE LOUÇAS - 16 ANDAR,,5 d,2022-12-16 00:00:00,2022-12-19 00:00:00,2022-07-28 00:00:00,2022-08-03 00:00:00,1,,,,2022-08-01
5164,4,Yes,7927,COLOCAÇÃO DE LOUÇAS - 15 ANDAR,,3 d,2022-12-23 00:00:00,2022-12-26 00:00:00,2022-07-25 00:00:00,2022-07-27 00:00:00,1,,,,2022-08-01
5165,4,Yes,7928,COLOCAÇÃO DE LOUÇAS - 14 ANDAR,,3 d,2022-12-30 00:00:00,2023-01-02 00:00:00,2022-07-20 00:00:00,2022-07-22 00:00:00,1,,,,2022-08-01
5166,3,No,8496,EMBOÇO EXTERNO DO TERRAÇO,,189 d,2021-07-01 00:00:00,2022-03-25 00:00:00,2021-11-04 00:00:00,2022-08-01 00:00:00,,,,,2022-08-01
5167,4,No,8515,EMBOÇO DO TERRAÇO - 24 ANDAR,Empresa 11,5 d,2021-11-10 00:00:00,2021-11-17 00:00:00,2022-07-26 00:00:00,2022-08-01 00:00:00,1,,,,2022-08-01
5168,4,No,8530,EMBOÇO DO TERRAÇO - 39 ANDAR,Empresa 11,5 d,2022-02-28 00:00:00,2022-03-04 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,1,,,,2022-08-01
5169,4,Yes,8956,MONT. ELEVADORES E PORTAS - SOCIAL,Empresa 15,60 d,2022-06-24 00:00:00,2022-10-13 00:00:00,2022-06-09 00:00:00,2022-09-01 00:00:00,1,,,,2022-08-01
5170,4,No,8963,FINAL DA MONTAGEM DO ELEVADOR - SOCIAL,Empresa 15,1 d,2022-10-14 00:00:00,2022-10-14 00:00:00,2022-09-02 00:00:00,2022-09-02 00:00:00,1,,,,2022-08-01
5171,4,No,9046,REVESTIMENTO  EM HALL DE SERVIÇO - 7 ANDAR,Empresa 3,3 d,2021-06-02 00:00:00,2021-06-07 00:00:00,2022-08-15 00:00:00,2022-08-17 00:00:00,1,,,,2022-08-01
5172,4,No,9073,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 33 ANDAR,Empresa 8,3 d,2021-12-16 00:00:00,2021-12-20 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,1,,,,2022-08-01
5173,4,No,9075,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 35 ANDAR,Empresa 8,3 d,2021-12-30 00:00:00,2022-01-03 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,1,,,,2022-08-01
5174,4,No,9076,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 36 ANDAR,Empresa 8,3 d,2022-01-06 00:00:00,2022-01-10 00:00:00,2022-08-01 00:00:00,2022-08-03 00:00:00,1,,,,2022-08-01
5175,4,No,9077,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 37 ANDAR,Empresa 8,3 d,2022-01-17 00:00:00,2022-01-19 00:00:00,2022-07-25 00:00:00,2022-07-27 00:00:00,1,,,,2022-08-01
5176,4,No,9079,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 39 ANDAR,Empresa 8,3 d,2022-01-31 00:00:00,2022-02-02 00:00:00,2022-08-17 00:00:00,2022-08-19 00:00:00,1,,,,2022-08-01
5177,3,Yes,9121,MONTAGEM DE BUSWAY,,37 d,2022-02-21 00:00:00,2022-04-12 00:00:00,2022-07-22 00:00:00,2022-09-12 00:00:00,,,,,2022-08-01
5178,4,Yes,9122,MONTAGEM DE BUSWAY - 6 ANDAR,Empresa 2,1 d,2022-02-21 00:00:00,2022-02-21 00:00:00,2022-07-22 00:00:00,2022-07-22 00:00:00,1,,,,2022-08-01
5179,4,Yes,9123,MONTAGEM DE BUSWAY - 7 ANDAR,Empresa 2,1 d,2022-02-22 00:00:00,2022-02-22 00:00:00,2022-07-25 00:00:00,2022-07-25 00:00:00,1,,,,2022-08-01
5180,4,Yes,9124,MONTAGEM DE BUSWAY - 8 ANDAR,Empresa 2,1 d,2022-02-23 00:00:00,2022-02-23 00:00:00,2022-07-26 00:00:00,2022-07-26 00:00:00,1,,,,2022-08-01
5181,4,Yes,9125,MONTAGEM DE BUSWAY - 9 ANDAR,Empresa 2,1 d,2022-02-24 00:00:00,2022-02-24 00:00:00,2022-07-27 00:00:00,2022-07-27 00:00:00,1,,,,2022-08-01
5182,4,Yes,9126,MONTAGEM DE BUSWAY - 10 ANDAR,Empresa 2,1 d,2022-02-25 00:00:00,2022-02-25 00:00:00,2022-07-28 00:00:00,2022-07-28 00:00:00,1,,,,2022-08-01
5183,4,Yes,9127,MONTAGEM DE BUSWAY - 11 ANDAR,Empresa 2,1 d,2022-02-28 00:00:00,2022-02-28 00:00:00,2022-07-29 00:00:00,2022-07-29 00:00:00,1,,,,2022-08-01
5184,4,Yes,9128,MONTAGEM DE BUSWAY - 12 ANDAR,Empresa 2,1 d,2022-03-01 00:00:00,2022-03-01 00:00:00,2022-08-01 00:00:00,2022-08-01 00:00:00,1,,,,2022-08-01
5185,4,Yes,9129,MONTAGEM DE BUSWAY - 13 ANDAR,Empresa 2,1 d,2022-03-02 00:00:00,2022-03-02 00:00:00,2022-08-02 00:00:00,2022-08-02 00:00:00,1,,,,2022-08-01
5186,4,Yes,9130,MONTAGEM DE BUSWAY - 14 ANDAR,Empresa 2,1 d,2022-03-03 00:00:00,2022-03-03 00:00:00,2022-08-03 00:00:00,2022-08-03 00:00:00,1,,,,2022-08-01
5187,4,Yes,9131,MONTAGEM DE BUSWAY - 15 ANDAR,Empresa 2,1 d,2022-03-04 00:00:00,2022-03-04 00:00:00,2022-08-04 00:00:00,2022-08-04 00:00:00,1,,,,2022-08-01
5188,4,Yes,9132,MONTAGEM DE BUSWAY - 16 ANDAR,Empresa 2,1 d,2022-03-07 00:00:00,2022-03-07 00:00:00,2022-08-05 00:00:00,2022-08-05 00:00:00,1,,,,2022-08-01
5189,4,Yes,9133,MONTAGEM DE BUSWAY - 17 ANDAR,Empresa 2,1 d,2022-03-08 00:00:00,2022-03-08 00:00:00,2022-08-08 00:00:00,2022-08-08 00:00:00,1,,,,2022-08-01
5190,4,Yes,9134,MONTAGEM DE BUSWAY - 18 ANDAR,Empresa 2,1 d,2022-03-09 00:00:00,2022-03-09 00:00:00,2022-08-09 00:00:00,2022-08-09 00:00:00,1,,,,2022-08-01
5191,4,Yes,9135,MONTAGEM DE BUSWAY - 19 ANDAR,Empresa 2,1 d,2022-03-10 00:00:00,2022-03-10 00:00:00,2022-08-10 00:00:00,2022-08-10 00:00:00,1,,,,2022-08-01
5192,4,Yes,9136,MONTAGEM DE BUSWAY - 20 ANDAR,Empresa 2,1 d,2022-03-11 00:00:00,2022-03-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,1,,,,2022-08-01
5193,4,Yes,9137,MONTAGEM DE BUSWAY - 21 ANDAR,Empresa 2,1 d,2022-03-14 00:00:00,2022-03-14 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,1,,,,2022-08-01
5194,4,Yes,9138,MONTAGEM DE BUSWAY - 22 ANDAR,Empresa 2,1 d,2022-03-15 00:00:00,2022-03-15 00:00:00,2022-08-15 00:00:00,2022-08-15 00:00:00,1,,,,2022-08-01
5195,4,Yes,9139,MONTAGEM DE BUSWAY - 23 ANDAR,Empresa 2,1 d,2022-03-16 00:00:00,2022-03-16 00:00:00,2022-08-16 00:00:00,2022-08-16 00:00:00,1,,,,2022-08-01
5196,4,Yes,9140,MONTAGEM DE BUSWAY - 24 ANDAR,Empresa 2,1 d,2022-03-17 00:00:00,2022-03-17 00:00:00,2022-08-17 00:00:00,2022-08-17 00:00:00,1,,,,2022-08-01
5197,4,Yes,9141,MONTAGEM DE BUSWAY - 25 ANDAR,Empresa 2,1 d,2022-03-18 00:00:00,2022-03-18 00:00:00,2022-08-18 00:00:00,2022-08-18 00:00:00,1,,,,2022-08-01
5198,4,Yes,9142,MONTAGEM DE BUSWAY - 26 ANDAR,Empresa 2,1 d,2022-03-21 00:00:00,2022-03-21 00:00:00,2022-08-19 00:00:00,2022-08-19 00:00:00,1,,,,2022-08-01
5199,4,Yes,9143,MONTAGEM DE BUSWAY - 27 ANDAR,Empresa 2,1 d,2022-03-22 00:00:00,2022-03-22 00:00:00,2022-08-22 00:00:00,2022-08-22 00:00:00,1,,,,2022-08-01
5200,4,Yes,9144,MONTAGEM DE BUSWAY - 28 ANDAR,Empresa 2,1 d,2022-03-23 00:00:00,2022-03-23 00:00:00,2022-08-23 00:00:00,2022-08-23 00:00:00,1,,,,2022-08-01
5201,4,Yes,9145,MONTAGEM DE BUSWAY - 29 ANDAR,Empresa 2,1 d,2022-03-24 00:00:00,2022-03-24 00:00:00,2022-08-24 00:00:00,2022-08-24 00:00:00,1,,,,2022-08-01
5202,4,Yes,9146,MONTAGEM DE BUSWAY - 30 ANDAR,Empresa 2,1 d,2022-03-25 00:00:00,2022-03-25 00:00:00,2022-08-25 00:00:00,2022-08-25 00:00:00,1,,,,2022-08-01
5203,4,Yes,9147,MONTAGEM DE BUSWAY - 31 ANDAR,Empresa 2,1 d,2022-03-28 00:00:00,2022-03-28 00:00:00,2022-08-26 00:00:00,2022-08-26 00:00:00,1,,,,2022-08-01
5204,4,Yes,9148,MONTAGEM DE BUSWAY - 32 ANDAR,Empresa 2,1 d,2022-03-29 00:00:00,2022-03-29 00:00:00,2022-08-29 00:00:00,2022-08-29 00:00:00,1,,,,2022-08-01
5205,4,Yes,9149,MONTAGEM DE BUSWAY - 33 ANDAR,Empresa 2,1 d,2022-03-30 00:00:00,2022-03-30 00:00:00,2022-08-30 00:00:00,2022-08-30 00:00:00,1,,,,2022-08-01
5206,4,Yes,9150,MONTAGEM DE BUSWAY - 34 ANDAR,Empresa 2,1 d,2022-03-31 00:00:00,2022-03-31 00:00:00,2022-08-31 00:00:00,2022-08-31 00:00:00,1,,,,2022-08-01
5207,4,Yes,9151,MONTAGEM DE BUSWAY - 35 ANDAR,Empresa 2,1 d,2022-04-01 00:00:00,2022-04-01 00:00:00,2022-09-01 00:00:00,2022-09-01 00:00:00,1,,,,2022-08-01
5208,4,Yes,9152,MONTAGEM DE BUSWAY - 36 ANDAR,Empresa 2,1 d,2022-04-04 00:00:00,2022-04-04 00:00:00,2022-09-02 00:00:00,2022-09-02 00:00:00,1,,,,2022-08-01
5209,3,Yes,9159,MONTAGEM DE QUADROS,,40 d,2022-02-22 00:00:00,2022-05-10 00:00:00,2022-07-25 00:00:00,2022-09-16 00:00:00,,,,,2022-08-01
5210,4,No,9160,MONTAGEM DE QUADROS - 6 ANDAR,Empresa 2,1 d,2022-02-22 00:00:00,2022-02-23 00:00:00,2022-07-25 00:00:00,2022-07-25 00:00:00,1,,,,2022-08-01
5211,4,No,9161,MONTAGEM DE QUADROS - 7 ANDAR,Empresa 2,1 d,2022-02-23 00:00:00,2022-02-24 00:00:00,2022-07-26 00:00:00,2022-07-26 00:00:00,1,,,,2022-08-01
5212,4,No,9162,MONTAGEM DE QUADROS - 8 ANDAR,Empresa 2,1 d,2022-02-25 00:00:00,2022-02-28 00:00:00,2022-07-27 00:00:00,2022-07-27 00:00:00,1,,,,2022-08-01
5213,4,No,9163,MONTAGEM DE QUADROS - 9 ANDAR,Empresa 2,1 d,2022-02-28 00:00:00,2022-03-01 00:00:00,2022-07-28 00:00:00,2022-07-28 00:00:00,1,,,,2022-08-01
5214,4,No,9164,MONTAGEM DE QUADROS - 10 ANDAR,Empresa 2,1 d,2022-03-02 00:00:00,2022-03-03 00:00:00,2022-07-29 00:00:00,2022-07-29 00:00:00,1,,,,2022-08-01
5215,4,No,9165,MONTAGEM DE QUADROS - 11 ANDAR,Empresa 2,1 d,2022-03-03 00:00:00,2022-03-04 00:00:00,2022-08-01 00:00:00,2022-08-01 00:00:00,1,,,,2022-08-01
5216,4,No,9166,MONTAGEM DE QUADROS - 12 ANDAR,Empresa 2,1 d,2022-03-07 00:00:00,2022-03-08 00:00:00,2022-08-02 00:00:00,2022-08-02 00:00:00,1,,,,2022-08-01
5217,4,No,9167,MONTAGEM DE QUADROS - 13 ANDAR,Empresa 2,1 d,2022-03-08 00:00:00,2022-03-09 00:00:00,2022-08-03 00:00:00,2022-08-03 00:00:00,1,,,,2022-08-01
5218,4,No,9168,MONTAGEM DE QUADROS - 14 ANDAR,Empresa 2,1 d,2022-03-10 00:00:00,2022-03-11 00:00:00,2022-08-04 00:00:00,2022-08-04 00:00:00,1,,,,2022-08-01
5219,4,No,9169,MONTAGEM DE QUADROS - 15 ANDAR,Empresa 2,1 d,2022-03-11 00:00:00,2022-03-14 00:00:00,2022-08-05 00:00:00,2022-08-05 00:00:00,1,,,,2022-08-01
5220,4,No,9170,MONTAGEM DE QUADROS - 16 ANDAR,Empresa 2,1 d,2022-03-15 00:00:00,2022-03-16 00:00:00,2022-08-08 00:00:00,2022-08-08 00:00:00,1,,,,2022-08-01
5221,4,No,9171,MONTAGEM DE QUADROS - 17 ANDAR,Empresa 2,1 d,2022-03-16 00:00:00,2022-03-17 00:00:00,2022-08-09 00:00:00,2022-08-09 00:00:00,1,,,,2022-08-01
5222,4,No,9172,MONTAGEM DE QUADROS - 18 ANDAR,Empresa 2,1 d,2022-03-18 00:00:00,2022-03-21 00:00:00,2022-08-10 00:00:00,2022-08-10 00:00:00,1,,,,2022-08-01
5223,4,No,9173,MONTAGEM DE QUADROS - 19 ANDAR,Empresa 2,1 d,2022-03-21 00:00:00,2022-03-22 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,1,,,,2022-08-01
5224,4,No,9174,MONTAGEM DE QUADROS - 20 ANDAR,Empresa 2,1 d,2022-03-23 00:00:00,2022-03-24 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,1,,,,2022-08-01
5225,4,No,9175,MONTAGEM DE QUADROS - 21 ANDAR,Empresa 2,1 d,2022-03-24 00:00:00,2022-03-25 00:00:00,2022-08-15 00:00:00,2022-08-15 00:00:00,1,,,,2022-08-01
5226,4,No,9176,MONTAGEM DE QUADROS - 22 ANDAR,Empresa 2,1 d,2022-03-28 00:00:00,2022-03-29 00:00:00,2022-08-16 00:00:00,2022-08-16 00:00:00,1,,,,2022-08-01
5227,4,No,9177,MONTAGEM DE QUADROS - 23 ANDAR,Empresa 2,1 d,2022-03-29 00:00:00,2022-03-30 00:00:00,2022-08-17 00:00:00,2022-08-17 00:00:00,1,,,,2022-08-01
5228,4,No,9178,MONTAGEM DE QUADROS - 24 ANDAR,Empresa 2,1 d,2022-03-31 00:00:00,2022-04-01 00:00:00,2022-08-18 00:00:00,2022-08-18 00:00:00,1,,,,2022-08-01
5229,4,No,9179,MONTAGEM DE QUADROS - 25 ANDAR,Empresa 2,1 d,2022-04-01 00:00:00,2022-04-04 00:00:00,2022-08-19 00:00:00,2022-08-19 00:00:00,1,,,,2022-08-01
5230,4,No,9180,MONTAGEM DE QUADROS - 26 ANDAR,Empresa 2,1 d,2022-04-05 00:00:00,2022-04-06 00:00:00,2022-08-22 00:00:00,2022-08-22 00:00:00,1,,,,2022-08-01
5231,4,No,9181,MONTAGEM DE QUADROS - 27 ANDAR,Empresa 2,1 d,2022-04-06 00:00:00,2022-04-07 00:00:00,2022-08-23 00:00:00,2022-08-23 00:00:00,1,,,,2022-08-01
5232,4,No,9182,MONTAGEM DE QUADROS - 28 ANDAR,Empresa 2,1 d,2022-04-08 00:00:00,2022-04-11 00:00:00,2022-08-24 00:00:00,2022-08-24 00:00:00,,,,,2022-08-01
5233,4,No,9183,MONTAGEM DE QUADROS - 29 ANDAR,Empresa 2,1 d,2022-04-11 00:00:00,2022-04-12 00:00:00,2022-08-25 00:00:00,2022-08-25 00:00:00,,,,,2022-08-01
5234,4,No,9184,MONTAGEM DE QUADROS - 30 ANDAR,Empresa 2,1 d,2022-04-13 00:00:00,2022-04-14 00:00:00,2022-08-26 00:00:00,2022-08-26 00:00:00,,,,,2022-08-01
5235,4,No,9185,MONTAGEM DE QUADROS - 31 ANDAR,Empresa 2,1 d,2022-04-14 00:00:00,2022-04-15 00:00:00,2022-08-29 00:00:00,2022-08-29 00:00:00,,,,,2022-08-01
5236,4,No,9186,MONTAGEM DE QUADROS - 32 ANDAR,Empresa 2,1 d,2022-04-18 00:00:00,2022-04-19 00:00:00,2022-08-30 00:00:00,2022-08-30 00:00:00,,,,,2022-08-01
5237,4,No,9187,MONTAGEM DE QUADROS - 33 ANDAR,Empresa 2,1 d,2022-04-19 00:00:00,2022-04-20 00:00:00,2022-08-31 00:00:00,2022-08-31 00:00:00,,,,,2022-08-01
5238,4,No,9188,MONTAGEM DE QUADROS - 34 ANDAR,Empresa 2,1 d,2022-04-21 00:00:00,2022-04-22 00:00:00,2022-09-01 00:00:00,2022-09-01 00:00:00,,,,,2022-08-01
5239,4,No,9189,MONTAGEM DE QUADROS - 35 ANDAR,Empresa 2,1 d,2022-04-22 00:00:00,2022-04-25 00:00:00,2022-09-02 00:00:00,2022-09-02 00:00:00,,,,,2022-08-01
5240,4,No,9720,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 33 ANDAR,Empresa 8,3 d,2021-12-16 00:00:00,2021-12-20 00:00:00,2022-08-12 00:00:00,2022-08-16 00:00:00,1,,,,2022-08-01
5241,4,No,9721,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 34 ANDAR,Empresa 8,3 d,2021-12-23 00:00:00,2021-12-27 00:00:00,2022-07-20 00:00:00,2022-07-22 00:00:00,1,,,,2022-08-01
5242,4,No,9722,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 35 ANDAR,Empresa 8,3 d,2021-12-30 00:00:00,2022-01-03 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,1,,,,2022-08-01
5243,4,No,9723,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 36 ANDAR,Empresa 8,3 d,2022-01-06 00:00:00,2022-01-10 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,1,,,,2022-08-01
5244,4,No,9724,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 37 ANDAR,Empresa 8,3 d,2022-01-17 00:00:00,2022-01-19 00:00:00,2022-07-28 00:00:00,2022-08-01 00:00:00,1,,,,2022-08-01
5245,4,No,9725,REVESTIMENTO DE GESSO EM HALL DE SERVIÇO - 38 ANDAR,Empresa 8,3 d,2022-01-24 00:00:00,2022-01-26 00:00:00,2022-07-18 00:00:00,2022-07-20 00:00:00,1,,,,2022-08-01
5246,3,No,10692,REVESTIMENTO DE GESSO/ ARGAMASSA EM ESCADA,,226 d,2021-08-05 00:00:00,2022-02-02 00:00:00,2021-09-20 00:00:00,2022-08-09 00:00:00,,,,,2022-08-01
5247,4,No,10722,REVESTIMENTO DE GESSO/ ARGAMASSA EM ESCADA - 30 ANDAR,Empresa 8,3 d,2021-12-10 00:00:00,2021-12-14 00:00:00,2022-07-25 00:00:00,2022-07-27 00:00:00,1,,,,2022-08-01
5248,4,No,10723,REVESTIMENTO DE GESSO/ ARGAMASSA EM ESCADA - 31 ANDAR,Empresa 8,3 d,2021-12-15 00:00:00,2021-12-17 00:00:00,2022-07-20 00:00:00,2022-07-22 00:00:00,1,,,,2022-08-01
5249,4,No,10732,REVESTIMENTO DE ARGAMASSA EM ESCADA - BARRILETE,Empresa 3,3 d,2022-01-21 00:00:00,2022-01-25 00:00:00,2022-07-28 00:00:00,2022-08-01 00:00:00,1,,,,2022-08-01
5250,4,No,10733,REVESTIMENTO DE ARGAMASSA EM ESCADA - CX D AGUA,Empresa 3,3 d,2022-01-26 00:00:00,2022-01-28 00:00:00,2022-08-02 00:00:00,2022-08-04 00:00:00,1,,,,2022-08-01
5251,4,No,10734,REVESTIMENTO DE ARGAMASSA EM ESCADA - COBERTURA,Empresa 3,3 d,2022-01-31 00:00:00,2022-02-02 00:00:00,2022-08-05 00:00:00,2022-08-09 00:00:00,1,,,,2022-08-01
